,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
58,2024-05-27,13514435,2268003566,164.0,170.5,164.0,168.5,5.0,12178
59,2024-05-28,9297929,1570590987,170.0,171.5,167.5,168.5,0.0,7246
60,2024-05-29,6643586,1120897014,168.5,170.5,167.0,168.5,0.0,5191
61,2024-05-30,7329560,1232843327,167.0,170.5,165.0,167.0,-1.5,6002
62,2024-05-31,5826398,966536173,168.5,169.0,164.0,164.0,-3.0,5691
63,2024-06-03,4045767,673115702,165.0,168.0,165.0,166.5,2.5,3660
64,2024-06-04,7083310,1187101172,166.0,170.0,164.5,167.5,1.0,6240
65,2024-06-05,4624402,768292070,168.0,169.0,165.0,165.0,-2.5,4771
66,2024-06-06,5337324,884367789,166.5,168.5,164.0,166.0,1.0,4149
67,2024-06-07,48941604,8581744002,166.5,182.5,166.5,182.0,16.0,34213
